TEST_ID,test_step_name,test_Step_Expected_result,test_step_Actual_result
31,Step 5,The Work order should not be saved and the user should be navigated to the respective tab which they selected in step 4.,"The Work order is not saved and the user is navigated to the respective tab which they selected in step 4.
 

  [User: a3k7kzz]"
31,Step 6,"System should display ""There are no rows to display"" message.","System displays ""There are no rows to display"" message.

  [User: a3k7kzz]"
31,Step 7,"1.System should prompt the user with error messages that the required fields are blank.

2.The record should be saved when all the required fields are completed.","1.System prompts the user with error messages that the required fields are blank.

2.The record is saved when all the required fields are completed.

  [User: a3k7kzz]"
31,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.
 
Actor: SAMS_COOR (TSACD_GU)

  [User: a3k7kzz]"
31,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.
 

  [User: a3k7kzz]"
31,Step 3,"The following fields should be displayed as required fields marked with ""*"" in red colour:

1.Work Order and short description
2.Asset
3.Work Type
4.WO Category
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area","The following fields are displayed as required fields marked with ""*"" in red colour:

1.Work Order and short description
2.Asset
3.Work Type
4.WO Category
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area

  [User: a3k7kzz]"
31,Step 4,"The user should be prompted with an system message ""Do you want to save your changes before continuing?"" with [Yes], [No] and [Cancel] buttons.","The user is prompted with an system message ""Do you want to save your changes before continuing?"" with [Yes], [No] and 
[Cancel] buttons.



  [User: a3k7kzz]"
31,Step 5,The Work order should not be saved and the user should be navigated to the respective tab which they selected in step 4.,"The Work order is not saved and the user is navigated to the respective tab which they selected in step 4.
 

  [User: a3k7kzz]"
31,Step 6,"System should display ""There are no rows to display"" message.","System displays ""There are no rows to display"" message.

  [User: a3k7kzz]"
31,Step 7,"1.System should prompt the user with error messages that the required fields are blank.

2.The record should be saved when all the required fields are completed.","1.System prompts the user with error messages that the required fields are blank.

2.The record is saved when all the required fields are completed.

  [User: a3k7kzz]"
31,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
31,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.
 

  [User: a3k7kzz]"
31,Step 3,"The following fields should be displayed as required fields marked with ""*"" in red colour:

1.Work Order and short description
2.Asset
3.Work Type
4.WO Category
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area","The following fields are displayed as required fields marked with ""*"" in red colour:

1.Work Order and short description
2.Asset
3.Work Type
4.WO Category
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area

  [User: a3k7kzz]"
31,Step 4,"The user should be prompted with an system message ""Do you want to save your changes before continuing?"" with [Yes], [No] and [Cancel] buttons.","The user is prompted with an system message ""Do you want to save your changes before continuing?"" with [Yes], [No] and 
[Cancel] buttons.



  [User: a3k7kzz]"
31,Step 5,The Work order should not be saved and the user should be navigated to the respective tab which they selected in step 4.,"The Work order is not saved and the user is navigated to the respective tab which they selected in step 4.
 

  [User: a3k7kzz]"
31,Step 6,"System should display ""There are no rows to display"" message.","System displays ""There are no rows to display"" message.

  [User: a3k7kzz]"
31,Step 7,"1.System should prompt the user with error messages that the required fields are blank.

2.The record should be saved when all the required fields are completed.","1.System prompts the user with error messages that the required fields are blank.

2.The record is saved when all the required fields are completed.

  [User: a3k7kzz]"
32,Step 1,The Assets page should be displayed with the focus on the List tab.,"The Assets page is displayed with the focus on the List tab.
 
Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
32,Step 2,The Asset tab should be highlighted and the new Assets screen should be displayed.,"The Asset tab is highlighted and the new Assets screen is displayed.

  [User: a3k7kzz]"
32,Step 3,"The following fields should be defaulted in the Assets page:

1.Status (defaults to ‘Not Ready’)
2.Site (user’s)
3.Priority (3)
4.Changed By (user’s ID)
5.Changed Date (current date)","The following fields are defaulted in the Assets page:

1.Status (defaults to ‘Not Ready’)
2.Site (user’s)
3.Priority (3)
4.Changed By (user’s ID)
5.Changed Date (current date)

  [User: a3k7kzz]"
32,Step 4,"The following fields should be displayed as required fields marked with ""*"" sign

1.Asset and its short description
2.Location
3.Priority
4.Area
5.Purchase Price
6.Replacement Cost
7.Budgeted.","The following fields are displayed as required fields marked with ""*"" sign

1.Asset and its short description
2.Location
3.Priority
4.Area
5.Purchase Price
6.Replacement Cost
7.Budgeted.



  [User: a3k7kzz]"
32,Step 5,"The following 3M Additional fields should be displayed in the Assets page:

1.Asset Type - Value List
2.User Field 3 - Value List
3.User Field 4
4.Prod WC
5.Model
6.Asset Address
7.Print Number
8.Asset Tag
9.GL Prod Line
10.Area  - Value List
11.User Field 1 (WO) - Value List
12.User Field 2 (WO)
13.Owner Group","The following 3M Additional fields are displayed in the Assets page:

1.Asset Type - Value List
2.User Field 3 - Value List
3.User Field 4
4.Prod WC
5.Model
6.Asset Address
7.Print Number
8.Asset Tag
9.GL Prod Line
10.Area - Value List
11.User Field 1 (WO) - Value List
12.User Field 2 (WO)
13.Owner Group

  [User: a3k7kzz]"
32,Step 6,"The following fields should not be displayed in the Assets page:

1.Usage
2.Tool Rate
3.Is Running","The following fields are not displayed in the Assets page:

1.Usage
2.Tool Rate
3.Is Running



  [User: a3k7kzz]"
32,Step 7,"System should prompt the user with error message stating ""You have not entered a value in the following required fields:
 <list of fields>
Enter the required values before you save this record""","System prompts the user with error message stating ""You have not entered a value in the following required fields:
<list of fields>
Enter the required values before you save this record""



  [User: a3k7kzz]"
